Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@BancoCiudad,"@LaCaritoErre ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-12 03:35:44,es,,1.0,0.0,@LaCaritoErre,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Anibal_888 ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-11 16:20:36,es,,0.0,0.0,@Anibal_888,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Anibal_888 ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-11 16:19:32,es,,0.0,0.0,@Anibal_888,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@JuanJos86682317 Hola, por seguridad iniciá tu consulta con nuestro asistente virtual por privado. Podés pedir hablar con una persona de nuestro equipo para asistirte online.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-10 21:22:01,es,,0.0,0.0,@JuanJos86682317,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@JuanJos86682317 Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-10 21:20:07,es,,0.0,0.0,@JuanJos86682317,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@AleMarale888 Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-10 17:43:16,es,,0.0,0.0,@AleMarale888,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@BravissimaDe Hola, por seguridad iniciá tu consulta con nuestro asistente virtual por privado. Podés pedir hablar con una persona de nuestro equipo para asistirte online.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-10 17:29:52,es,,0.0,0.0,@BravissimaDe,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@BravissimaDe Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-10 17:22:37,es,,0.0,0.0,@BravissimaDe,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@PaulaGiribaldi Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 20:47:44,es,,0.0,0.0,@PaulaGiribaldi,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@PaulaGiribaldi Hola, contactanos por mensaje privado y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 20:43:57,es,,0.0,0.0,@PaulaGiribaldi,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@PaulaGiribaldi Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 20:35:08,es,,0.0,0.0,@PaulaGiribaldi,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@sebafranconi Hola, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 15:14:19,es,,0.0,0.0,@sebafranconi,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Martin_Cossio Hola @Martin_Ward, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 14:13:13,es,,0.0,0.0,@Martin_Cossio,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Martin_Cossio Hola Martin_Ward, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 14:10:35,es,,0.0,0.0,@Martin_Cossio,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Martin_Cossio Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 14:06:29,es,,0.0,0.0,@Martin_Cossio,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@PatriEtcheverry Hola, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 13:48:10,es,,0.0,0.0,@PatriEtcheverry,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@PatriEtcheverry Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 13:41:33,es,,1.0,0.0,@PatriEtcheverry,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Los4Bearded Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-09 13:36:19,es,,0.0,0.0,@Los4Bearded,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Gra_Simple ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-09 05:19:59,es,,0.0,0.0,@Gra_Simple,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Gra_Simple ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-09 05:10:38,es,,0.0,0.0,@Gra_Simple,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@nadyn57ok Hola, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-08 19:54:47,es,,0.0,0.0,@nadyn57ok,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Andrelabostera Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-08 16:04:04,es,,0.0,0.0,@Andrelabostera,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Andrelabostera Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-08 15:57:08,es,,0.0,0.0,@Andrelabostera,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Andrelabostera Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-08 15:01:38,es,,0.0,0.0,@Andrelabostera,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@escobargim Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-08 13:21:30,es,,0.0,0.0,@escobargim,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@ElenIsola @bciudadresponde ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-08 02:44:22,es,,0.0,0.0,@ElenIsola,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@ElenIsola @bciudadresponde ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-08 02:42:13,es,,0.0,0.0,@ElenIsola,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Maicdm Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-07 18:04:50,es,,0.0,0.0,@Maicdm,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@marios117 Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-07 15:14:35,es,,0.0,0.0,@marios117,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@AntonChigurh5 Hola, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-07 11:24:23,es,,0.0,0.0,@AntonChigurh5,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@AntonChigurh5 Hola, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-07 11:22:24,es,,0.0,0.0,@AntonChigurh5,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@41mdo Por seguridad, unificamos nuestra atención en @bancociudad.
Escribinos por privado y empezá la conversación con nuestro asistente virtual.
Podés pedir hablar con una persona del equipo de lunes a viernes de 8 a 20 horas.
Nunca compartas tus claves, son privadas.",2022-06-06 22:58:53,es,,0.0,0.0,@41mdo,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@rickypaumpaum Por seguridad, unificamos nuestra atención en @bancociudad.
Escribinos por privado y empezá la conversación con nuestro asistente virtual.
Podés pedir hablar con una persona del equipo de lunes a viernes de 8 a 20 horas.
Nunca compartas tus claves, son privadas.",2022-06-06 22:21:16,es,,1.0,0.0,@rickypaumpaum,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Juan81951344 Hola, contactanos por Mensaje Directo y empezá tu consulta con nuestro asistente virtual. Podés pedir hablar con una persona de nuestro equipo para asistirte.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-06 19:51:05,es,,0.0,0.0,@Juan81951344,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Juan81951344 Por seguridad, unificamos nuestra atención en @bancociudad.
Escribinos por privado y empezá la conversación con nuestro asistente virtual.
Podés pedir hablar con una persona del equipo de lunes a viernes de 8 a 20 horas.
Nunca compartas tus claves, son privadas",2022-06-06 19:47:26,es,,0.0,0.0,@Juan81951344,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Juan81951344 Por seguridad, unificamos nuestra atención en @bancociudad.
Escribinos por privado y empezá la conversación con nuestro asistente virtual.
Podés pedir hablar con una persona del equipo de lunes a viernes de 8 a 20 horas.
Nunca compartas tus claves, son privadas",2022-06-06 19:13:41,es,,0.0,0.0,@Juan81951344,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Juan81951344 Por seguridad, unificamos nuestra atención en @bancociudad.
Escribinos por privado y empezá la conversación con nuestro asistente virtual.
Podés pedir hablar con una persona del equipo de lunes a viernes de 8 a 20 horas.
Nunca compartas tus claves, son privadas",2022-06-06 19:10:56,es,,0.0,0.0,@Juan81951344,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@ivlis24 Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-06 16:06:30,es,,0.0,0.0,@ivlis24,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@nippurdelagash2 Hola, escribinos por privado y empezá la consulta con nuestro asistente virtual. Si necesitás, podés pedir hablar con una persona de nuestro equipo.
Recordá que nunca te pediremos tus claves ni te contactaremos espontáneamente por redes o WhatsApp.",2022-06-06 14:46:38,es,,1.0,0.0,@nippurdelagash2,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Rucu77 ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-05 21:34:07,es,,0.0,0.0,@Rucu77,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@PrOtATeX1 @Santander_Ar ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-05 19:08:03,es,,0.0,0.0,@PrOtATeX1,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@Diosa05__ @JulianMelatini ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-05 00:56:01,es,,0.0,0.0,@Diosa05__,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
@BancoCiudad,"@JulianMelatini ¡Hola! Podés contactarnos online de Lunes a Viernes, en días hábiles, de 08 a 20 horas para ayudarte.
Recordá que nunca te pediremos tus claves, ni te contactaremos espontáneamente por redes sociales o WhatsApp. #ProtegéTuInformación",2022-06-05 00:02:21,es,,0.0,0.0,@JulianMelatini,Banco Ciudad,Escribinos por Mensaje Directo y empezá la conversación con nuestro asistente virtual. Podés hablar con una persona del equipo de L a V de 8 a 20 horas.,8026.0,1172.0,12.0,81494.0,184.0,True,,
